	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	sig
HE650825.1/864701-864933	27.7021206705247	1.1516764372715	0.0719232832109231	16.0125676395234	1.04410603061282e-57	1.71884911183605e-55	up
CM001888.1/13762050-13761944	39.7045126699212	1.72517827366531	0.107758282762799	16.0097045854269	1.09327660077297e-57	1.79739913907106e-55	up
CAJW010166092.1/731-650	7.8519047737402	1.43488768694266	0.0896580967655106	16.0039944936086	1.19833587048693e-57	1.9648888878789e-55	up
CDHK01000001.1/1062259-1062356	14.8593973284403	1.29552220250976	0.0809583772783379	16.0023242320644	1.23092614878681e-57	2.01564973127864e-55	up
AASG02008949.1/8379-8486	9.04033058953548	1.29254387735993	0.0807732109877402	16.0021356283102	1.23466123519633e-57	2.01908812433404e-55	up
JXWY01000013.1/34297-34474	55.7794162477998	1.3693377907737	0.0855767912044135	16.0012752464955	1.25184387129069e-57	2.04447961773173e-55	up
CM002530.1/24663778-24663574	351.234131346541	1.47965372445729	0.0925020682956697	15.9958988130707	1.36474333807826e-57	2.22005441983987e-55	up
KV441477.1/729380-729572	7.60964593385211	1.67815856761542	0.104977946320232	15.9858201311754	1.60441404324113e-57	2.60307218253477e-55	up
ABKE02008709.1/9844-9904	100.377709215192	1.71027322645026	0.107152054431676	15.9611799841018	2.38185287069807e-57	3.84421712731175e-55	up
FAOM01501191.1/40865-40705	3.33779518017623	1.6433635728192	0.102960570356167	15.9610962442651	2.38505096020977e-57	3.84435341978042e-55	up
MVOL01000005.1/411472-411734	9.22873690228949	1.44628801089967	0.0906215765557434	15.9596430107351	2.44123726534678e-57	3.92978725785966e-55	up
CAVP010046465.1/6140-6066	2732.96433216597	1.08661682103888	0.0681105180159065	15.9537300947427	2.68377192324204e-57	4.31458270597459e-55	up
KN882095.1/946360-946705	8.41346843737742	1.4396857408823	0.0903760642381526	15.929945091308	3.92701804503171e-57	6.27245878375129e-55	up
CM000231.2/89869200-89869116	6.81514088348749	1.55873982219081	0.0978859642338209	15.9240380823898	4.31600093630994e-57	6.88485792770434e-55	up
CM003253.1/46254876-46254982	3.02649641137304	1.64855322887838	0.10355919092397	15.9189465866792	4.68193172811164e-57	7.44933951812484e-55	up
ALYE01013168.1/17820-17905	2.51249320879538	1.69368146680725	0.106397778089291	15.9183913162724	4.72366303169878e-57	7.5060647001002e-55	up
FAOM01211346.1/14823-14956	4.23343552039644	1.59323632693358	0.100186710568383	15.9026713013609	6.07194343143423e-57	9.62375753006831e-55	up
JNOY01122007.1/7842-7762	47.3771573438317	1.60210736748162	0.100893445027178	15.8792017365455	8.82949243872054e-57	1.39406620514571e-54	up
GG666515.1/920657-920729	4.08377660232432	1.5374765457503	0.096946882339543	15.8589581082711	1.21899399313712e-56	1.91972895847772e-54	up
CM000039.3/97102719-97102626	11.9830683982804	1.84020636905041	0.116064942579393	15.8549716060181	1.29886290304016e-56	2.04290452117914e-54	up
DS563003.1/1087560-1087434	27.2438051087798	1.66475879769672	0.105040931810984	15.8486674574857	1.43593471265349e-56	2.25275714233674e-54	up
ADBU02003664.1/3588-3711	20.1339859852091	1.62910109344164	0.102996617374451	15.8170349179424	2.37413122644052e-56	3.67329867501451e-54	up
AARH02003536.1/331500-331381	163.898717788732	1.57355838248744	0.0996058304298784	15.7978541587002	3.21888245730304e-56	4.96786224047865e-54	up
CM000940.1/123683690-123683610	48.5660470258676	1.57325365992854	0.0995982621504365	15.7959950902782	3.31520201256736e-56	5.11012936439034e-54	up
HF990279.1/8860-9021	18.1459072129008	1.64448642440769	0.104133400404004	15.792112982267	3.52569171298032e-56	5.41430478132158e-54	up
CM001218.2/44324915-44325109	56.0690387301645	1.67999842581049	0.106386595685094	15.7914483022214	3.56304276256217e-56	5.4648666311556e-54	up
CH476627.1/536059-536355	10.9547814686168	1.27948554872688	0.0810486635860036	15.7866335127065	3.84563347852194e-56	5.8763944842345e-54	up
HF986408.1/1-106	22.0154647035933	1.61491669856515	0.102364583345866	15.7761273067339	4.54215363610511e-56	6.92358796472378e-54	up
LK980614.1/2574-2687	3.21239016523545	1.66030273476765	0.105293391166025	15.7683470575063	5.13768507779817e-56	7.81206528553675e-54	up
CM000236.2/75255035-75254865	18.7701776571182	1.394314123815	0.0884295811550959	15.767507949286	5.20638833774884e-56	7.90679403794801e-54	up
AYZS02021647.1/2580-2458	29.869042425955	1.32585595589297	0.0841389894787521	15.7579258332761	6.05890856959269e-56	9.14524845073925e-54	up
AOTI010617746.1/13276-13131	10.8645458924691	1.50200154927599	0.0953179714974318	15.757800188986	6.07096442201197e-56	9.15225684074449e-54	up
JJRT01036735.1/2375-2508	3.23196466209405	1.64264770777146	0.104280018364966	15.7522767403282	6.62524555029683e-56	9.9756807024884e-54	up
CM001740.1/50831754-50831648	3.04696649586398	2.31967744332285	0.147394976275249	15.7378324685302	8.32467013977195e-56	1.24585499735438e-53	up
CM007654.1/20111543-20111659	8.20979077665963	1.66219665326466	0.105708735791807	15.7243073698124	1.03071790072346e-55	1.53377798530475e-53	up
CP001291.1/38420-38348	4.9769085185668	1.49402254472119	0.0950136968074445	15.724286023193	1.03106531878943e-55	1.53377798530475e-53	up
FXLY01000013.1/161323-161523	17.7883287712711	1.41547819295554	0.0901368486068611	15.7036574368077	1.42768166039988e-55	2.11105388318865e-53	up
CM002923.1/4754945-4754807	383.950881992809	2.76119379274769	0.176162801920632	15.6741023794099	2.27415027239708e-55	3.35465693945428e-53	up
CM001953.2/1465914-1466047	3.86654367245513	1.57484068639509	0.100650774275918	15.6465829272005	3.50543194886835e-55	5.12806483249855e-53	up
KE695869.1/4992262-4992096	3.84655433603379	1.45708326514747	0.0931305578790945	15.645597946907	3.56009521818612e-55	5.20186788637874e-53	up
AYMY01S000313.1/45351-45245	20.3260789269752	1.62983961068373	0.104191365829063	15.6427511791876	3.72290074509085e-55	5.43332280372195e-53	up
CM001647.1/77951185-77951054	9.15479157273814	1.85006322208039	0.118311046116888	15.6372822555604	4.05675772356688e-55	5.9066009742141e-53	up
FAOM01288270.1/67866-67764	6.28718168147251	1.93124200445797	0.123566298929177	15.6291968052299	4.6057194681513e-55	6.69798552760547e-53	up
CM000878.1/18800875-18801015	2.48871133181933	1.54103015693216	0.0986747061183918	15.6172763776282	5.55273956053516e-55	8.04677990680933e-53	up
CM001752.1/4185944-4185820	3.38414861864812	1.57705933215763	0.100992642101099	15.6155864362764	5.70184393253643e-55	8.24350429347082e-53	up
CM000127.1/18274822-18274735	2.77801095212255	1.57628639265052	0.101051461442462	15.5988480537518	7.41194611714865e-55	1.066594595795e-52	up
CAJI01001889.1/7556-7693	194.269329153197	2.74392455247472	0.175989604646713	15.5914013102249	8.32863509601236e-55	1.19294654064322e-52	up
FXAM01000001.1/2784987-2784862	103.470776987012	1.0966017609612	0.0703438339029601	15.589166812744	8.6251142539633e-55	1.23398100429703e-52	up
CM000019.3/3431632-3431503	4.96586697133112	2.29470752675671	0.14740079621717	15.5678095753015	1.20462276566614e-54	1.70956739806053e-52	up
AFTD01058316.1/8821-8916	3.63960704410073	1.63115275680478	0.104789580579859	15.5659823026174	1.23952452275385e-54	1.757079377444e-52	up
ALAR01070258.1/14417-14206	22.9485709072145	1.24226652900112	0.0799174503922783	15.5443713845149	1.73718773870762e-54	2.44290541825459e-52	up
CM000883.2/48538382-48538247	13.3540788621176	1.37444521115183	0.0885360265359142	15.5241348062339	2.38195080930244e-54	3.31935330161348e-52	up
LT853885.1/4063061-4063136	2.83708354432695	1.60472190802863	0.103408290777379	15.5183099533415	2.60830578776739e-54	3.6306910823457e-52	up
HF986388.1/88175-88320	17.1197725731138	1.56319864256157	0.100738230802134	15.5174319631633	2.64423432759602e-54	3.67655770224803e-52	up
GL896938.1/11928793-11928954	76.9375209071167	1.48923155195215	0.0960291054308232	15.5081268878939	3.05666383943947e-54	4.23569215407308e-52	up
CM000017.3/64210733-64210646	4.26707639748536	2.09488147707508	0.135135995709468	15.5020242095889	3.36133072554717e-54	4.6526545069715e-52	up
CM002532.1/3068873-3068698	5.18726298693063	1.48966464891894	0.0961469498479769	15.4936235759359	3.83077110477379e-54	5.29057770429766e-52	up
CM000023.3/41298695-41298562	16.8592144201208	1.98865198089056	0.128383776001927	15.4899010047867	4.0591501729636e-54	5.59972238609463e-52	up
AP012215.1/314379-314171	1593.37888521914	1.14446425126039	0.0740590133123335	15.4534093835922	7.15562471170113e-54	9.77312690159641e-52	up
JNGA01056796.1/19496-19601	54.3781748493301	1.73644153126408	0.112366969757045	15.4533092332964	7.1667538144591e-54	9.77751115981919e-52	up
CM000369.1/172999040-172999141	15.5175596636576	1.4962209625857	0.0968297645136547	15.4520768495178	7.30512058620459e-54	9.95528287568994e-52	up
CM002528.1/18146365-18146433	7.65971771704759	1.24914541322653	0.0808578845448278	15.4486531555744	7.70363771445124e-54	1.0486799794133e-51	up
JRRC01403702.1/465-360	3.0025506565951	1.60643948196123	0.104253621342719	15.4089561712229	1.42494940936242e-53	1.92069490911747e-51	up
FAOM01320624.1/111255-111115	112.109360837367	1.72449659333562	0.112144996799482	15.3773832319873	2.32141767436571e-53	3.11883348660049e-51	up
AYMY01S000372.1/29715-29609	14.0164390895087	2.45249309566489	0.159489336538081	15.3771603098951	2.32942248406651e-53	3.12618625285569e-51	up
CM001747.1/2322235-2322359	4.88875388009301	1.55027565152979	0.100884795125583	15.3667918896993	2.73374480614695e-53	3.65292211823974e-51	up
CM003293.1/21198561-21198639	4.17756406032477	1.50599925105554	0.0980513563888701	15.3592903404902	3.06915793247442e-53	4.0922547689714e-51	up
CM001001.2/77194695-77194865	3.18289470928795	1.47838604966419	0.0962794354400651	15.3551591044018	3.27106078314664e-53	4.35206177557704e-51	up
FXLY01000012.1/242239-242138	3.11773713872227	1.73164308373932	0.112854971089398	15.3439681657231	3.88690560540585e-53	5.14371341144962e-51	up
JRRC01056034.1/5077-4971	3.38894808508268	1.42505567894531	0.0929539842860918	15.3307648928668	4.76344187741471e-53	6.29018868150417e-51	up
FOUA01000002.1/189112-188992	3.09954366478634	1.53318077987246	0.100027403572962	15.3276074866237	5.00068656100217e-53	6.58937853056367e-51	up
CP003610.1/4466930-4467007	1592.0770053289	1.44834514503981	0.094512565651889	15.3243659723976	5.25649450111834e-53	6.91170248204557e-51	up
GL010033.1/89125928-89125825	7.51486580931567	1.38690493677692	0.0907192867935078	15.2878730179366	9.21096071526758e-53	1.20728120763552e-50	up
CM001505.2/1518863-1518996	3.37804385917079	1.51321985917045	0.0989984057963108	15.2852952226715	9.5827734960925e-53	1.25468279747142e-50	up
CM000396.2/47597667-47597798	11.5094634586628	1.72319205190851	0.112767814096933	15.2808854699204	1.02537944510938e-52	1.34111810729624e-50	up
AAQR03068321.1/9209-9370	21.8319741187383	1.23067849030096	0.08054734597173	15.2789452644771	1.05636611158458e-52	1.38018424407539e-50	up
CM000995.2/164621922-164622052	5.29893743779943	1.75671111706974	0.115019811779722	15.2731176471935	1.15515666182798e-52	1.50289655134434e-50	up
HF990139.1/14450-14594	18.3839642219012	1.64952947112535	0.108009499712047	15.2720776924529	1.17372952136356e-52	1.52545301624964e-50	up
CP002685.1/9560536-9560623	9.33571085614154	1.50319870431396	0.0985078589000933	15.2596830455781	1.41936075253825e-52	1.84081547683185e-50	up
CM000021.3/174029-173937	5.67527458503203	1.49201802407238	0.0978315402208566	15.2508896487178	1.62405149335366e-52	2.09966900294649e-50	up
ANKR01321352.1/18394-18538	18.3718709725754	1.52692166521997	0.100148243045803	15.2466146063254	1.7339308578728e-52	2.23704258265244e-50	up
ACTA01016308.1/89917-89843	49.9334595395804	1.56243196519438	0.102512866362182	15.2413255100511	1.88016937849893e-52	2.42318113595518e-50	up
CM000785.4/156643731-156643654	3.19263687012449	1.6661486708684	0.109332971454426	15.2392151123681	1.94189093372969e-52	2.50011876752593e-50	up
FR796426.1/562805-562873	3.10290410401085	1.49179604354643	0.0979040826056843	15.2373221202097	1.99896852100111e-52	2.57092338907255e-50	up
CM004280.1/44432393-44432270	6.01537654179812	1.46189408990833	0.0961034533466155	15.2116707464791	2.958940298724e-52	3.78977635687608e-50	up
KN796301.1/33814-34000	81.2054988468373	1.92611171196652	0.126674457032678	15.2052099301254	3.26582156362642e-52	4.16124310441513e-50	up
LICT01000030.1/695-611	3.72789555163143	1.75716410455539	0.115570462659457	15.2042664199856	3.31321398682693e-52	4.21727736624276e-50	up
ALWT01205034.1/1417-1612	124.763667165145	1.60023820245362	0.105259626179768	15.2027729959885	3.38963216355318e-52	4.31010405735926e-50	up
CM001008.2/45158234-45158429	13.4648007753513	1.21325169593754	0.0799153291164668	15.1817143137755	4.67404296453849e-52	5.91285590927909e-50	up
BDDD01000049.1/671870-672064	10.1372025633594	1.28372790088449	0.0847469655496035	15.1477742307258	7.83762728588487e-52	9.87445067075136e-50	up
ANOH01000267.1/16147-16220	3.5983265891901	1.61550003647308	0.106735772135837	15.1355070951951	9.44498531005219e-52	1.18632090158853e-49	up
CM003271.1/33269179-33269019	6.39257162793003	1.91300941460757	0.12648623678116	15.1242495886518	1.12070869868352e-51	1.40194186027414e-49	up
AAGJ05000991.1/750-545	5.5277638575623	1.66355232305064	0.110064662263294	15.1143181548237	1.3031294825908e-51	1.62355994910718e-49	up
JH209340.1/1512260-1512394	37.3890191124681	1.27464140590274	0.0843760461990539	15.1066737933619	1.46342608335654e-51	1.81776953380146e-49	up
CP002433.1/2525272-2525168	3.22738663894876	1.55094379750405	0.102818247567913	15.0843243703374	2.05366054306168e-51	2.53815175105845e-49	up
CM000826.4/43313851-43313948	89.3325127027256	1.6732857522756	0.11099590913796	15.0752020076328	2.35793593945425e-51	2.9083879577676e-49	up
BABH01003264.1/12085-11997	4.0006168548865	1.57109272310367	0.104252849767964	15.0700218420931	2.55028719654631e-51	3.14250358865449e-49	up
CM000411.1/1075863-1076000	2.28603907998922	1.60705386588355	0.106780922607461	15.0500091836747	3.45186380279023e-51	4.22812222225103e-49	up
CAJI01004858.1/5646-5762	9.23266173719892	1.52865652876992	0.101571725028512	15.0500203510457	3.45128116112141e-51	4.22812222225103e-49	up
JH835363.1/1540308-1540207	16.4281854369288	1.69912578267268	0.11290315855142	15.0494087541301	3.48333496939224e-51	4.2624420416345e-49	up
CM001655.1/12461154-12461030	6.13138721803036	1.84685210291321	0.122799148800478	15.0396164871952	4.03883102888308e-51	4.92266919520371e-49	up
GG729934.1/429607-429432	12.2826247950311	1.46192695643991	0.0972048749804038	15.0396464861935	4.03700124203552e-51	4.92266919520371e-49	up
KI517464.1/11544394-11544538	4.90837052262639	1.44896206316798	0.0963944783682081	15.0315877807153	4.55944585896971e-51	5.55173236011117e-49	up
AWHE01016292.1/9740-9840	22.3386863935331	1.05853182705982	0.0704320638912128	15.029118395491	4.73262348026257e-51	5.75692173262127e-49	up
CM003532.1/15674325-15674129	12.0135518461869	1.28728404080121	0.0856550957171161	15.0286918720234	4.7631919001134e-51	5.78840332207875e-49	up
LJIG01024848.1/1694-1607	7.88552268542359	1.34973977261379	0.0899223015054764	15.0100670247146	6.30839291757412e-51	7.63612408575531e-49	up
AYZS02026416.1/15663-15537	15.0624586597591	1.87135572358355	0.124700006694828	15.0068614524073	6.62071521048389e-51	8.00633169057811e-49	up
CM000008.3/69200578-69200652	50.2127946835449	1.5436234829037	0.103082147010552	14.9746927830838	1.07463263951971e-50	1.29320412023605e-48	up
ANKR01303914.1/11839-11765	3.42387637322914	1.64006901207935	0.109529341542738	14.9737868317175	1.08937569817231e-50	1.30839531811224e-48	up
LZPO01044062.1/399432-399284	24.7215925555103	1.39001180047407	0.0928379859488423	14.9724467443749	1.11155371613556e-50	1.33373483210714e-48	up
FMDF01000218.1/174615-174842	15.1106073964764	2.03714090440029	0.136217654749513	14.9550431487485	1.4438810101477e-50	1.73080680156229e-48	up
LL004203.1/15155-15232	6.60471612980744	1.56258147157368	0.104517090011781	14.9504877278687	1.54612648615904e-50	1.85157269634418e-48	up
CP002687.1/5893548-5893476	2.1550352787932	1.53963654266963	0.103086879183831	14.9353298388639	1.94111240370108e-50	2.31337129594754e-48	up
AANH01001500.1/45505-45630	2.64216299287793	1.53402264046713	0.102743407843991	14.9306186416985	2.08324363719791e-50	2.48036572225218e-48	up
CP002688.1/14785993-14786065	2.35159535989823	1.54809777414032	0.103736543857273	14.9233598554265	2.32276888877881e-50	2.76288660076823e-48	up
AANH01001500.1/47059-47184	2.55261342231533	1.57653222381992	0.105648815415757	14.9223842938118	2.35698424828883e-50	2.80088672923701e-48	up
AVOS01063276.1/1509-1583	2.48423620047548	1.50141984774818	0.100619491358755	14.9217594670095	2.37916159871288e-50	2.82452234874886e-48	up
AYUG01095930.1/101970-102053	2.83006588721516	1.46058295776048	0.0980660503158307	14.8938695201503	3.61242997380594e-50	4.26404879546723e-48	up
CM001585.2/74765964-74765827	4.96101950384071	1.22162363490006	0.0821413882951022	14.8722058423367	4.99403770479465e-50	5.8780157038664e-48	up
LSRX01000638.1/178369-178478	2.41345160782918	1.58358533494523	0.106505768229848	14.8685405613686	5.27507627681765e-50	6.20288683567735e-48	up
CM002500.1/19800010-19800215	2.59087612743899	1.81243834204263	0.121954608202046	14.86158144217	5.8527104517753e-50	6.86251143456594e-48	up
LADJ01020827.1/2381-2530	4.45013588114934	1.73725341640433	0.116905204028826	14.8603599885593	5.96040438970815e-50	6.98215568490024e-48	up
JYJH01000015.1/109256-109141	4.01752213710842	1.3752627094344	0.0925576858155315	14.8584387921638	6.13379901953128e-50	7.17846348192879e-48	up
AOTI010569772.1/159-1	6.85602329702561	1.62942571241977	0.109677539356878	14.856512299367	6.31271362503522e-50	7.37387063250566e-48	up
CAJW011561897.1/360-529	169.805875289602	1.62854857742726	0.10969328667313	14.8463832821428	7.34244710199081e-50	8.54436624682942e-48	up
CM000871.1/15391545-15391665	5.38750533057573	1.32031049376844	0.0889567732765738	14.842158108225	7.81991677317167e-50	9.09142640442523e-48	up
DS562930.1/5078514-5078611	3.5894663584694	1.64335776653056	0.110733914336465	14.8406003380067	8.0036476932554e-50	9.29627820687543e-48	up
CM002645.1/10775414-10775210	17.5583344016744	1.33638925020171	0.0901386506684259	14.8259291690265	9.9592225624453e-50	1.15135326904494e-47	up
NGKU01000001.1/2659540-2659709	5.70831475290248	1.45481806184685	0.0981972605857692	14.8152611709178	1.16734670510482e-49	1.34700899986806e-47	up
AEYZ01000105.1/9017-9156	19.5803050648841	2.01032350843612	0.135815330819951	14.8018894207252	1.42424933088981e-49	1.63276895437607e-47	up
CM002521.1/17303131-17303333	9.34630850061032	1.93187244106956	0.130514757954444	14.801946318928	1.42304490815082e-49	1.63276895437607e-47	up
ABRO02032025.1/66372-66501	160.741817094338	1.29689577182333	0.0876462777669827	14.7969292577521	1.53324213891229e-49	1.75608850099465e-47	up
MKEP01000004.1/379273-379415	3.21744475270897	1.40070216139361	0.0946941828380403	14.7918501370807	1.65345539206888e-49	1.89201881694125e-47	up
LGPB01000090.1/16197-16263	4.04955975159052	1.51001133941997	0.102123246042668	14.7861666949862	1.79912532002981e-49	2.05680004642075e-47	up
JRRC01078572.1/151-254	2.82231592667526	1.52608089036636	0.103277501420931	14.7765086235623	2.07654898922421e-49	2.36519696126877e-47	up
CR543861.1/2812240-2812430	25.7698927549009	1.87818604059103	0.127328628694656	14.7506971515029	3.04502871579366e-49	3.46510235466923e-47	up
AWHE01014226.1/6741-6590	4.36134372318853	1.76294732303021	0.11953553770581	14.7483113128166	3.15459642742436e-49	3.57988705607749e-47	up
CM003261.1/1543566-1543444	416.528727319846	1.17780787045549	0.0799123217927324	14.7387517222983	3.63440443547846e-49	4.10927332270746e-47	up
APMT01186122.1/12313-12475	77.6580069862766	1.58752562657724	0.107730033595715	14.7361471410549	3.77728418268441e-49	4.26691421287904e-47	up
JJRI01062383.1/33909-33763	7.90287167169627	1.23016909319816	0.0836259363603578	14.7103775065329	5.52980664022995e-49	6.24089731495349e-47	up
CM000880.2/27308415-27308281	3.61230846077092	1.62622990073969	0.110635542780586	14.6989824415183	6.54356127070829e-49	7.35810949883253e-47	up
CM002532.1/3069323-3069148	5.18871738612813	1.43504919780729	0.0976527145430601	14.695435805571	6.89534353339418e-49	7.74662670956426e-47	up
CM000251.2/72984487-72984326	77.9513282584291	1.58314054884869	0.107740675084514	14.6939913603367	7.04395251524796e-49	7.89920734925191e-47	up
CM000761.3/72274973-72275081	3.30361304336418	1.47335162517192	0.100356373716347	14.6811963267653	8.5076091407415e-49	9.53191910516399e-47	up
ABLF02032167.1/17476-17274	23.0133430252633	1.31330219926566	0.0894651492448236	14.6794836911497	8.72522828940678e-49	9.76687657693995e-47	up
AKHW03006769.1/21461493-21461333	21.2260253838847	1.51362385594277	0.103132281626907	14.6765283581962	9.11386194147585e-49	1.01926658169397e-46	up
AFTD01065351.1/106508-106400	3.95242980791065	1.68537045883973	0.114989685213347	14.6567099102217	1.22045051035779e-48	1.3563148840041e-46	up
CM002504.1/7179867-7179682	10.9049996255774	1.16976172171553	0.0798282138861316	14.6534873420079	1.27975033582098e-48	1.42093718042397e-46	up
CAJW010059115.1/951-1092	361.559799060551	1.26501697295666	0.0863447107499935	14.6507755016917	1.33186823655139e-48	1.47614997693472e-46	up
MHZK01000127.1/585-356	10.0854044046674	1.37265885460494	0.0937410124352972	14.6430982442439	1.49115401820806e-48	1.6467782139545e-46	up
KB846839.1/971787-971893	6.65796653559619	1.67409202955785	0.114334431782411	14.642063667608	1.51402128290337e-48	1.66904624783494e-46	up
JRRC01023598.1/857-997	24.2854004347822	1.21255218556827	0.0828143987029808	14.6418038959284	1.51981763683333e-48	1.67394151636519e-46	up
AALD02000004.1/33982-33814	8.31101338802863	1.30417957217077	0.0891512807199213	14.6288372038984	1.83903310373894e-48	2.02372316624278e-46	up
CM001500.2/19671160-19671055	2.78113488982656	1.40263727559167	0.0958948084043118	14.6268322439091	1.89402459851534e-48	2.08052872891007e-46	up
CP002687.1/3403574-3403680	8.5133323939599	1.4707019030426	0.100549557546748	14.6266372416292	1.89945962722012e-48	2.0846442778099e-46	up
CM003290.1/75648675-75648762	7.96663141673319	1.55804476397645	0.106756752581854	14.5943439295032	3.05133932030445e-48	3.32224658905952e-46	up
CM003271.1/33832056-33832162	43.5923907223842	1.11940277910709	0.0767152129384035	14.5916661928044	3.17351133392417e-48	3.45222112226388e-46	up
CM000400.2/42853488-42853555	7.0984251974953	1.80647283428309	0.123810395138347	14.5906394391563	3.22163789337619e-48	3.50148932587475e-46	up
AARH02001875.1/69830-69676	251.354990371649	1.42378274968049	0.0976939915535552	14.5739029293319	4.11682978809138e-48	4.4509346784244e-46	up
LJIJ01001663.1/29635-29709	30.7926595199396	1.38004649428568	0.0947142898795519	14.5706259957255	4.31914966618697e-48	4.66151023588088e-46	up
ALAR01008196.1/2948-3054	11.3899825883028	1.21457490048041	0.0833930493647498	14.5644620233039	4.72691003480754e-48	5.09268872755338e-46	up
BABH01025673.1/33030-33102	30.9513762831356	1.3882867616653	0.0953587851811343	14.5585617416187	5.15305737481055e-48	5.53250163437486e-46	up
FAOM01063157.1/4067-3968	9.40498428674872	1.40340493706344	0.0964142679801225	14.5559880966247	5.35071729197626e-48	5.73972513124001e-46	up
CM002927.1/27676296-27676182	9.19934565253283	1.49619395719075	0.102809150477296	14.5531205174306	5.57985152374846e-48	5.98032211748415e-46	up
FAOM01063157.1/3788-3609	2.73761996576492	1.34805241855215	0.0926451163326649	14.5507121358847	5.77982097709861e-48	6.18390759445764e-46	up
CAJW010041432.1/3663-3797	39.4981824569049	1.43640814535544	0.0987531373540864	14.5454431508854	6.24252748058154e-48	6.67318080495621e-46	up
GL343335.1/128444-128580	10.6516278941705	1.47380990842436	0.101381470494928	14.5372709749569	7.03414729873055e-48	7.50641399031689e-46	up
KE361640.1/15209-15319	35.304355907406	1.87967757281896	0.129364344129821	14.5301055361333	7.81000176826409e-48	8.30564425774359e-46	up
LM169846.1/4511-4436	3.88754604783084	1.42401950597884	0.0980669607858856	14.520889549009	8.93432483577803e-48	9.47683177683713e-46	up
KB016575.1/146604-146530	13.0099173279462	1.51219586786139	0.104466370925378	14.4754321842153	1.7323344981362e-47	1.82032234736919e-45	up
CM000865.1/34464119-34464221	49.1862488287524	1.45588201715795	0.100598907397681	14.4721454220438	1.81714536150641e-47	1.90781720658565e-45	up
KB846803.1/5855152-5855067	4.86301263382789	1.79240785073966	0.123944818229325	14.4613375237948	2.12625447256416e-47	2.23045358724343e-45	up
ALAR01044591.1/248-378	3.57315527015195	1.71425370681854	0.1186403975102	14.4491568031973	2.53773529367196e-47	2.65083841995845e-45	up
AAPE02037010.1/4517-4623	2.8197051072136	1.39550876146854	0.0966110177886301	14.4446129790466	2.71075649739899e-47	2.82678786504104e-45	up
AZFT01000053.1/132319-132867	9.47380899922701	1.15473046550036	0.0799968725981615	14.4346951074047	3.13026853742013e-47	3.25875207232874e-45	up
CP000112.1/1930816-1930745	3.83426659931879	2.00844592994887	0.139204154420655	14.4280602709574	3.44637882656233e-47	3.57878470107651e-45	up
CAJW011561897.1/1419-1588	171.617555560047	1.55705279892973	0.108054004833044	14.4099499258316	4.48035115741601e-47	4.6291213113292e-45	up
CM000882.2/47846710-47846826	7.38648004489364	1.42732665754345	0.0991237560283584	14.39944080746	5.21638570833517e-47	5.36713925530606e-45	up
FTOI01000008.1/51606-51694	4.2530074346094	1.56708556376646	0.10883175849905	14.3991568764382	5.23785838319024e-47	5.38474520279544e-45	up
AYUG01106850.1/20874-20725	6.11484627531001	1.55113740738248	0.10775498277916	14.3950411143536	5.55918171433267e-47	5.70557812057544e-45	up
ALAR01000109.1/3480-3395	61.8158156052108	1.16634215288044	0.0810753665233995	14.3859004639075	6.34469089235329e-47	6.50096510454005e-45	up
JJRV01002601.1/22006-22229	5.94177291937839	1.90958556109278	0.132804950790827	14.3788733004424	7.02285442177925e-47	7.18986558663549e-45	up
CZPZ01000036.1/8171-7876	8.91356226541989	1.79792720427681	0.125192589780729	14.3612909312431	9.05250761834045e-47	9.24478916973746e-45	up
JJRD01024379.1/4062-4191	3.08450616815235	1.45545169564842	0.101418936107391	14.3508870385631	1.05183236729244e-46	1.07063181141684e-44	up
AAQR03035966.1/1524-1622	27.7587430837888	1.2860177290634	0.0896203701165246	14.3496141266915	1.07131645186656e-46	1.08956589521466e-44	up
CM000127.1/8143797-8143612	11.2578841885714	1.15011105967583	0.08019287914007	14.3418102954874	1.19886893568327e-46	1.21728577097814e-44	up
CM000039.3/99748987-99748896	6.23789510471788	1.80189114814966	0.125754504958362	14.32864094011	1.44929057699421e-46	1.46672958164198e-44	up
CM003267.1/26381409-26381303	4.45662194198151	1.32555948587837	0.0925132829690323	14.3283152790295	1.45610187899158e-46	1.47241594426972e-44	up
MTKT01003953.1/2498792-2498659	3.57222779404486	1.34514721960156	0.0938919864078884	14.3265391548746	1.49381462003256e-46	1.50931508597528e-44	up
AVBF01000026.1/31731-31797	48.696355383797	1.70076123429293	0.118749002731954	14.3223201472434	1.58733991075999e-46	1.60119022958917e-44	up
AJVK01033439.1/1685-1414	8.98215812500061	1.09388236198058	0.0763896302826362	14.3197755759949	1.64654066165228e-46	1.6595516931664e-44	up
CM007653.1/25088172-25088276	16.0890515403271	1.88423736291356	0.131613860880499	14.3164052046493	1.72834957468062e-46	1.74058617688961e-44	up
ANKR01249118.1/39962-40031	3.62530038956403	1.59499733832697	0.111439330034291	14.3126967636667	1.82304506649256e-46	1.83445581311902e-44	up
LL190108.1/5280-5441	6.26623935916224	1.20695879107105	0.0843441361520516	14.3099312665341	1.89700724540818e-46	1.90732647048907e-44	up
CP003639.1/4288682-4288931	9.82095014921564	1.26290724553226	0.0882636900138085	14.3083440691714	1.94079716783065e-46	1.94976684066489e-44	up
